best m,c is 1.630000,13.750000 with error 14.375531 in direction 0
best m,c is 1.630000,13.760000 with error 14.371883 in direction 0
best m,c is 1.630000,13.770000 with error 14.368241 in direction 0
best m,c is 1.630000,13.780000 with error 14.364606 in direction 0
best m,c is 1.630000,13.790000 with error 14.360976 in direction 0
best m,c is 1.630000,13.800000 with error 14.357352 in direction 0
best m,c is 1.630000,13.810000 with error 14.353734 in direction 0
best m,c is 1.630000,13.820000 with error 14.350122 in direction 0
best m,c is 1.630000,13.830000 with error 14.346517 in direction 0
best m,c is 1.630000,13.840000 with error 14.342917 in direction 0
best m,c is 1.630000,13.850000 with error 14.339324 in direction 0
best m,c is 1.630000,13.860000 with error 14.335736 in direction 0
best m,c is 1.630000,13.870000 with error 14.332155 in direction 0
best m,c is 1.630000,13.880000 with error 14.328580 in direction 0
best m,c is 1.630000,13.890000 with error 14.325010 in direction 0
best m,c is 1.630000,13.900000 with error 14.321447 in direction 0
best m,c is 1.630000,13.910000 with error 14.317890 in direction 0
best m,c is 1.630000,13.920000 with error 14.314339 in direction 0
best m,c is 1.620000,13.930000 with error 14.310724 in direction 7
best m,c is 1.620000,13.940000 with error 14.306836 in direction 0
best m,c is 1.620000,13.950000 with error 14.302954 in direction 0
best m,c is 1.620000,13.960000 with error 14.299078 in direction 0
best m,c is 1.620000,13.970000 with error 14.295208 in direction 0
best m,c is 1.620000,13.980000 with error 14.291344 in direction 0
best m,c is 1.620000,13.990000 with error 14.287486 in direction 0
best m,c is 1.620000,14.000000 with error 14.283634 in direction 0
best m,c is 1.620000,14.010000 with error 14.279788 in direction 0
best m,c is 1.620000,14.020000 with error 14.275947 in direction 0
best m,c is 1.620000,14.030000 with error 14.272113 in direction 0
best m,c is 1.620000,14.040000 with error 14.268285 in direction 0
best m,c is 1.620000,14.050000 with error 14.264463 in direction 0
best m,c is 1.620000,14.060000 with error 14.260646 in direction 0
best m,c is 1.620000,14.070000 with error 14.256836 in direction 0
best m,c is 1.620000,14.080000 with error 14.253032 in direction 0
best m,c is 1.620000,14.090000 with error 14.249234 in direction 0
best m,c is 1.620000,14.100000 with error 14.245441 in direction 0
best m,c is 1.620000,14.110000 with error 14.241655 in direction 0
best m,c is 1.620000,14.120000 with error 14.237875 in direction 0
best m,c is 1.620000,14.130000 with error 14.234101 in direction 0
best m,c is 1.620000,14.140000 with error 14.230332 in direction 0
best m,c is 1.620000,14.150000 with error 14.226570 in direction 0
best m,c is 1.620000,14.160000 with error 14.222814 in direction 0
best m,c is 1.620000,14.170000 with error 14.219064 in direction 0
best m,c is 1.620000,14.180000 with error 14.215320 in direction 0
best m,c is 1.620000,14.190000 with error 14.211582 in direction 0
best m,c is 1.620000,14.200000 with error 14.207850 in direction 0
best m,c is 1.620000,14.210000 with error 14.204124 in direction 0
best m,c is 1.620000,14.220000 with error 14.200404 in direction 0
best m,c is 1.620000,14.230000 with error 14.196691 in direction 0
best m,c is 1.620000,14.240000 with error 14.192983 in direction 0
best m,c is 1.620000,14.250000 with error 14.189281 in direction 0
best m,c is 1.620000,14.260000 with error 14.185586 in direction 0
best m,c is 1.620000,14.270000 with error 14.181896 in direction 0
best m,c is 1.620000,14.280000 with error 14.178213 in direction 0
best m,c is 1.620000,14.290000 with error 14.174536 in direction 0
best m,c is 1.620000,14.300000 with error 14.170865 in direction 0
best m,c is 1.620000,14.310000 with error 14.167200 in direction 0
best m,c is 1.620000,14.320000 with error 14.163541 in direction 0
best m,c is 1.620000,14.330000 with error 14.159888 in direction 0
best m,c is 1.620000,14.340000 with error 14.156241 in direction 0
best m,c is 1.620000,14.350000 with error 14.152601 in direction 0
best m,c is 1.620000,14.360000 with error 14.148966 in direction 0
best m,c is 1.620000,14.370000 with error 14.145338 in direction 0
best m,c is 1.620000,14.380000 with error 14.141716 in direction 0
best m,c is 1.620000,14.390000 with error 14.138100 in direction 0
best m,c is 1.620000,14.400000 with error 14.134490 in direction 0
best m,c is 1.620000,14.410000 with error 14.130886 in direction 0
best m,c is 1.620000,14.420000 with error 14.127289 in direction 0
best m,c is 1.620000,14.430000 with error 14.123697 in direction 0
best m,c is 1.620000,14.440000 with error 14.120112 in direction 0
best m,c is 1.620000,14.450000 with error 14.116533 in direction 0
best m,c is 1.620000,14.460000 with error 14.112960 in direction 0
best m,c is 1.620000,14.470000 with error 14.109394 in direction 0
best m,c is 1.620000,14.480000 with error 14.105833 in direction 0
best m,c is 1.620000,14.490000 with error 14.102279 in direction 0
best m,c is 1.620000,14.500000 with error 14.098731 in direction 0
best m,c is 1.620000,14.510000 with error 14.095189 in direction 0
best m,c is 1.620000,14.520000 with error 14.091653 in direction 0
best m,c is 1.620000,14.530000 with error 14.088124 in direction 0
best m,c is 1.620000,14.540000 with error 14.084601 in direction 0
best m,c is 1.620000,14.550000 with error 14.081084 in direction 0
best m,c is 1.620000,14.560000 with error 14.077573 in direction 0
best m,c is 1.620000,14.570000 with error 14.074068 in direction 0
best m,c is 1.620000,14.580000 with error 14.070570 in direction 0
best m,c is 1.620000,14.590000 with error 14.067078 in direction 0
best m,c is 1.610000,14.600000 with error 14.063352 in direction 7
best m,c is 1.610000,14.610000 with error 14.059518 in direction 0
best m,c is 1.610000,14.620000 with error 14.055689 in direction 0
best m,c is 1.610000,14.630000 with error 14.051866 in direction 0
best m,c is 1.610000,14.640000 with error 14.048049 in direction 0
best m,c is 1.610000,14.650000 with error 14.044238 in direction 0
best m,c is 1.610000,14.660000 with error 14.040434 in direction 0
