image dimensions 100x72
Time elapsed was 94093ns or 0.000094093s
image dimensions 100x72
Time elapsed was 208672ns or 0.000208672s
image dimensions 100x72
Time elapsed was 148019ns or 0.000148019s
image dimensions 100x72
Time elapsed was 291180ns or 0.000291180s
image dimensions 100x72
Time elapsed was 155951ns or 0.000155951s
image dimensions 100x72
Time elapsed was 272140ns or 0.000272140s
image dimensions 100x72
Time elapsed was 185531ns or 0.000185531s
image dimensions 100x72
Time elapsed was 136267ns or 0.000136267s
image dimensions 100x72
Time elapsed was 147966ns or 0.000147966s
image dimensions 100x72
Time elapsed was 235194ns or 0.000235194s
